video_name,status,brand,product,ad_type,reduction_rate
-c7Ca2CY6x8.mp4,success,"{'brand_name_text': 'Dettol', 'logo_visible': True, 'logo_timestamps': [34.4], 'brand_text_contrast': 'high'}","{'product_name': 'Dettol Original Soap', 'industry': 'Cleaning products'}",brand_awareness,0.8
-g8vTq06KUI.mp4,success,"{'brand_name_text': 'Quest Bar', 'logo_visible': True, 'logo_timestamps': [0.5, 1.7, 2.4, 3.5, 4.3, 10.5, 15.6], 'brand_text_contrast': 'high'}","{'product_name': 'Quest Bar Cookies & Cream', 'industry': 'food & beverage'}",tutorial,0.8365384615384616
-iKqr230U9M.mp4,success,"{'brand_name_text': 'Human Rights Campaign', 'logo_visible': True, 'logo_timestamps': [21.4], 'brand_text_contrast': 'high'}","{'product_name': 'Marriage Equality Advocacy', 'industry': 'Human Rights'}",testimonial,0.84375
-ijH3cRJ1BY.mp4,success,"{'brand_name_text': 'DELL', 'logo_visible': True, 'logo_timestamps': [21.9, 22.8, 24.4, 27.1], 'brand_text_contrast': 'high'}","{'product_name': 'Dell Inspiron laptop', 'industry': 'Electronics'}",entertainment,0.780952380952381
-kwRrnS5vV4.mp4,success,"{'brand_name_text': 'LIVITA', 'logo_visible': True, 'logo_timestamps': [0.7, 15.7, 17.3], 'brand_text_contrast': 'high'}","{'product_name': 'Livita Energy Drink', 'industry': 'Food & Beverage'}",brand_awareness,0.8426966292134832
-nYhixp7bXI.mp4,success,"{'brand_name_text': 'Berocca', 'logo_visible': True, 'logo_timestamps': [26.2, 27.8], 'brand_text_contrast': 'high'}","{'product_name': 'Berocca effervescent tablets', 'industry': 'Healthcare and medications'}",entertainment,0.83206106870229
-rYZwYEpCds.mp4,success,"{'brand_name_text': 'KING', 'logo_visible': True, 'logo_timestamps': [13.2, 15.1, 23.6, 27.4, 32.3, 33.4, 38.0, 42.0], 'brand_text_contrast': 'high'}","{'product_name': 'King Crisps', 'industry': 'Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups'}",entertainment,0.6
-usbQDfTIqE.mp4,success,"{'brand_name_text': 'PARKER BROTHERS', 'logo_visible': True, 'logo_timestamps': [25.6, 28.8, 29.5], 'brand_text_contrast': 'high'}","{'product_name': 'Spider-Man Video Game Cartridge', 'industry': 'Games and toys'}",entertainment,0.9529411764705882
-wXjs6DXoeY.mp4,success,"{'brand_name_text': 'IKEA', 'logo_visible': False, 'logo_timestamps': [], 'brand_text_contrast': 'low'}","{'product_name': 'Hensvik baby crib', 'industry': 'Home improvements and repairs'}",entertainment,0.7926829268292683
-xK80YG33q0.mp4,success,"{'brand_name_text': 'eyeconic', 'logo_visible': True, 'logo_timestamps': [16.2, 18.4, 20.2, 22.7, 24.8, 49.0], 'brand_text_contrast': 'high'}","{'product_name': 'Eyeglasses', 'industry': 'Clothing and accessories'}",testimonial,0.8777777777777778
0-U4Yr9UNBo.mp4,success,"{'brand_name_text': 'Nokia', 'logo_visible': True, 'logo_timestamps': [51.0, 55.0, 56.0, 59.5], 'brand_text_contrast': 'high'}","{'product_name': 'Nokia Lumia 920', 'industry': 'Electronics'}",entertainment,0.8313725490196078
064ipuBiWDg.mp4,success,"{'brand_name_text': 'apolosophy', 'logo_visible': True, 'logo_timestamps': [11.1, 59.4], 'brand_text_contrast': 'high'}","{'product_name': 'Childhood cancer donation', 'industry': 'Charities'}",brand_awareness,0.6829268292682926
07i6PO1gP10.mp4,success,"{'brand_name_text': 'Kiera Cass, HarperTeen, Epic Reads', 'logo_visible': True, 'logo_timestamps': [52.5, 64.0, 66.6, 73.6, 74.3], 'brand_text_contrast': 'high'}","{'product_name': 'The Siren', 'industry': 'Media and arts'}",entertainment,0.9265734265734266
08ySTcxh_cU.mp4,success,"{'brand_name_text': 'EMILY & MERITT for pottery barn kids', 'logo_visible': True, 'logo_timestamps': [0.7, 27.6, 27.9], 'brand_text_contrast': 'medium'}","{'product_name': 'Emily & Meritt nursery collection', 'industry': 'Home Decor & Furniture'}",brand_awareness,0.6875
0A43tb18T8Y.mp4,success,"{'brand_name_text': 'Diet Mountain Dew', 'logo_visible': True, 'logo_timestamps': [0.0, 20.6, 21.7, 23.4, 29.1, 29.4, 29.8, 31.1], 'brand_text_contrast': 'high'}","{'product_name': 'Diet Mountain Dew', 'industry': 'Soda, juice, milk, energy drinks, water'}",entertainment,0.8628571428571429
0AHGLGQgAn8.mp4,success,"{'brand_name_text': 'TAC', 'logo_visible': True, 'logo_timestamps': [26.1], 'brand_text_contrast': 'high'}","{'product_name': 'Road Safety PSA', 'industry': 'Safety'}",brand_awareness,0.9033816425120773
0A_35Z4eQfg.mp4,success,"{'brand_name_text': 'grand theft auto', 'logo_visible': True, 'logo_timestamps': [8.6, 43.0], 'brand_text_contrast': 'high'}","{'product_name': 'Grand Theft Auto Online: Cunning Stunts', 'industry': 'Games'}",entertainment,0.8447653429602888
0B79RkBxSgU.mp4,success,"{'brand_name_text': 'Diet Pepsi', 'logo_visible': True, 'logo_timestamps': [3.6, 5.8, 12.7, 20.2, 21.8, 22.6, 25.2, 28.4, 29.1], 'brand_text_contrast': 'high'}","{'product_name': 'Diet Pepsi', 'industry': 'Soda, juice, milk, energy drinks, water'}",entertainment,0.6923076923076923
0G7g9lw20l4.mp4,success,"{'brand_name_text': 'DC', 'logo_visible': True, 'logo_timestamps': [15.1, 15.6, 44.2, 44.9, 57.0], 'brand_text_contrast': 'high'}","{'product_name': 'Skateboarding shoes and apparel', 'industry': 'Clothing and accessories'}",brand_awareness,0.9070422535211268
0P3A6V_sDSI.mp4,success,"{'brand_name_text': 'ICICI Bank Money2India', 'logo_visible': True, 'logo_timestamps': [4.6, 6.3, 16.6, 21.2, 22.9, 26.6], 'brand_text_contrast': 'high'}","{'product_name': 'Money2India', 'industry': 'Financial services'}",product_demo,0.6041666666666667
0QkZL3l1t-w.mp4,success,"{'brand_name_text': 'Donald Trump', 'logo_visible': True, 'logo_timestamps': [6.5, 10.0, 19.8, 22.7, 29.1, 46.5, 59.4, 93.5, 97.0], 'brand_text_contrast': 'high'}","{'product_name': 'Donald Trump for President 2016', 'industry': 'Political campaign'}",brand_awareness,0.8346613545816733
0UoJyED73bQ.mp4,success,"{'brand_name_text': 'SAMSUNG', 'logo_visible': True, 'logo_timestamps': [38.1, 52.5, 55.5, 58.0], 'brand_text_contrast': 'high'}","{'product_name': 'Samsung Galaxy smartphone', 'industry': 'technology'}",brand_awareness,0.8848484848484849
0cP-qr1JUBI.mp4,success,"{'brand_name_text': 'nike', 'logo_visible': True, 'logo_timestamps': [0.0, 7.9, 25.2, 27.9, 29.2, 30.3, 31.8, 32.4, 34.1, 37.5, 55.5, 73.7, 91.7], 'brand_text_contrast': 'medium'}","{'product_name': 'Nike soccer ball and apparel', 'industry': 'Sports equipment and apparel'}",brand_awareness,0.6574074074074074
0eN9KP6lOZs.mp4,success,"{'brand_name_text': ""McDonald's"", 'logo_visible': True, 'logo_timestamps': [0.1, 58.0], 'brand_text_contrast': 'high'}","{'product_name': 'Happy Meal', 'industry': 'food & beverage'}",brand_awareness,0.8487179487179487
0gYBy1rECII.mp4,success,"{'brand_name_text': 'Cookie Jam', 'logo_visible': True, 'logo_timestamps': [10.7], 'brand_text_contrast': 'high'}","{'product_name': 'Cookie Jam', 'industry': 'Games and toys'}",product_demo,0.9589041095890412
0gjRzLqXijQ.mp4,success,"{'brand_name_text': 'THE LAW OFFICES OF SCOTT WARMUTH', 'logo_visible': True, 'logo_timestamps': [29.9, 30.6], 'brand_text_contrast': 'high'}","{'product_name': 'Legal services for personal injury', 'industry': 'Legal Services'}",brand_awareness,0.8622448979591837
0jBFyck8J5A.mp4,success,"{'brand_name_text': 'Bernie Sanders', 'logo_visible': True, 'logo_timestamps': [28.1], 'brand_text_contrast': 'high'}","{'product_name': 'Bernie Sanders for President', 'industry': 'Political'}",testimonial,0.7241379310344828
0ji_-OJlVbI.mp4,success,"{'brand_name_text': 'CARR NISSAN', 'logo_visible': True, 'logo_timestamps': [15.2, 31.6, 94.2], 'brand_text_contrast': 'high'}","{'product_name': 'Nissan Frontier', 'industry': 'automotive'}",entertainment,0.5968992248062015
0rFt8QE4lkQ.mp4,success,"{'brand_name_text': '4imprint', 'logo_visible': True, 'logo_timestamps': [0.0, 6.7, 7.9, 15.2], 'brand_text_contrast': 'high'}","{'product_name': 'Promotional products and printing services', 'industry': 'Other services'}",entertainment,0.7727272727272727
0tteHhYh9rU.mp4,success,"{'brand_name_text': None, 'logo_visible': False, 'logo_timestamps': [], 'brand_text_contrast': 'low'}","{'product_name': 'Road Safety Awareness', 'industry': 'Public Service'}",brand_awareness,0.6799999999999999
111MTs7MGuw.mp4,success,"{'brand_name_text': 'HILLARY FOR AMERICA', 'logo_visible': False, 'logo_timestamps': [], 'brand_text_contrast': 'medium'}","{'product_name': 'Hillary Clinton', 'industry': 'Political candidates (support or opposition)'}",testimonial,0.7567567567567568
14X98i8psts.mp4,success,"{'brand_name_text': 'HOOVER TOYOTA', 'logo_visible': True, 'logo_timestamps': [14.9], 'brand_text_contrast': 'high'}","{'product_name': 'Used Car Sales and Inspection Service', 'industry': 'Automotive'}",brand_awareness,0.85
17j5QzF3kqE.mp4,success,"{'brand_name_text': None, 'logo_visible': False, 'logo_timestamps': [], 'brand_text_contrast': 'low'}","{'product_name': 'Body Image Awareness PSA', 'industry': 'Advocacy'}",brand_awareness,0.8947368421052632
19EW551nCS4.mp4,success,"{'brand_name_text': 'common sense media', 'logo_visible': True, 'logo_timestamps': [23.9], 'brand_text_contrast': 'high'}","{'product_name': 'Media ratings and reviews for parents', 'industry': 'Media and arts'}",brand_awareness,0.8421052631578947
1AIDh3-sGW0.mp4,success,"{'brand_name_text': 'AUDEMARS PIGUET', 'logo_visible': True, 'logo_timestamps': [35.0, 35.4, 41.6, 42.6, 46.9, 48.3, 88.5, 88.8, 89.2], 'brand_text_contrast': 'high'}","{'product_name': 'Royal Oak luxury watches', 'industry': 'Clothing and accessories'}",brand_awareness,0.8680851063829788
1DHo8fYFsd0.mp4,success,"{'brand_name_text': 'Brisk', 'logo_visible': True, 'logo_timestamps': [18.4, 24.1, 25.9, 27.6, 28.1, 28.7], 'brand_text_contrast': 'high'}","{'product_name': 'Brisk Iced Tea', 'industry': 'Food & Beverage'}",entertainment,0.78
1Fki1SJ17kQ.mp4,success,"{'brand_name_text': 'Google', 'logo_visible': True, 'logo_timestamps': [1.2, 13.9, 14.9, 42.5, 65.3, 67.9, 68.7], 'brand_text_contrast': 'high'}","{'product_name': 'Google Chrome and Google Apps', 'industry': 'technology'}",testimonial,0.75
1GvKSd5g8eA.mp4,success,"{'brand_name_text': 'KILLINGSWORTH ENVIRONMENTAL', 'logo_visible': True, 'logo_timestamps': [0.0, 2.5, 4.0, 5.5, 5.8, 6.9, 7.2, 9.0, 13.1], 'brand_text_contrast': 'high'}","{'product_name': 'Lawn care, mosquito control, and home solutions', 'industry': 'Home improvements and repairs'}",product_demo,0.6086956521739131
1KPPtmE079M.mp4,success,"{'brand_name_text': 'saucony', 'logo_visible': True, 'logo_timestamps': [1.3, 30.5, 30.9, 60.4], 'brand_text_contrast': 'high'}","{'product_name': 'Running shoes and apparel', 'industry': 'Clothing and accessories'}",brand_awareness,0.8273381294964028
1KkVdbUr250.mp4,success,"{'brand_name_text': 'MALALA FUND', 'logo_visible': True, 'logo_timestamps': [11.9], 'brand_text_contrast': 'medium'}","{'product_name': ""Girls' education advocacy"", 'industry': 'Non-profit / Human Rights'}",brand_awareness,0.8
1Pahqq-1hp0.mp4,success,"{'brand_name_text': 'vitaminwater', 'logo_visible': True, 'logo_timestamps': [0.9, 2.7, 50.9, 56.1, 57.6], 'brand_text_contrast': 'medium'}","{'product_name': 'vitaminwater Triple X', 'industry': 'food & beverage'}",entertainment,0.8131313131313131
1SlSxuhLJVE.mp4,success,"{'brand_name_text': 'Carlsberg', 'logo_visible': True, 'logo_timestamps': [23.4, 35.0], 'brand_text_contrast': 'medium'}","{'product_name': 'Carlsberg Beer', 'industry': 'Alcohol'}",entertainment,0.375
1TS0yS0sUaM.mp4,success,"{'brand_name_text': 'CONNECTICUT RETAIL MERCHANTS ASSOCIATION', 'logo_visible': True, 'logo_timestamps': [3.9, 9.6, 29.1, 30.4, 36.4, 41.9, 58.9], 'brand_text_contrast': 'high'}","{'product_name': 'Retail Industry in Connecticut', 'industry': 'Retail'}",brand_awareness,0.5648148148148149
1USbTGYv9ZM.mp4,success,"{'brand_name_text': 'Comfyballs', 'logo_visible': True, 'logo_timestamps': [11.1, 14.1, 21.4, 23.8, 46.3, 59.9, 66.5, 78.2], 'brand_text_contrast': 'high'}","{'product_name': 'Underwear', 'industry': 'Clothing'}",entertainment,0.8113207547169812
1WlRcXIO5ik.mp4,success,"{'brand_name_text': 'Barclaycard', 'logo_visible': True, 'logo_timestamps': [20.9], 'brand_text_contrast': 'medium'}","{'product_name': 'Barclaycard Contactless Payment', 'industry': 'Financial services'}",brand_awareness,0.6168831168831168
1XLyCDsKhGo.mp4,success,"{'brand_name_text': 'NISSAN', 'logo_visible': True, 'logo_timestamps': [59.1], 'brand_text_contrast': 'high'}","{'product_name': 'Nissan Turbo Z', 'industry': 'automotive'}",entertainment,0.911504424778761
1Yq6W7YAHM4.mp4,success,"{'brand_name_text': 'BuzzFeed presents', 'logo_visible': True, 'logo_timestamps': [78.3, 79.1], 'brand_text_contrast': 'high'}","{'product_name': 'Mental Health Awareness', 'industry': 'Media and arts'}",brand_awareness,0.7651515151515151
1dc1eKHgy_o.mp4,success,"{'brand_name_text': 'BRIDGESTONE', 'logo_visible': True, 'logo_timestamps': [26.6], 'brand_text_contrast': 'high'}","{'product_name': 'Tires', 'industry': 'automotive'}",entertainment,0.7551020408163265
1fqAvkpW5yY.mp4,success,"{'brand_name_text': ""PAPA JOHN'S"", 'logo_visible': True, 'logo_timestamps': [0.0, 3.2, 5.4, 13.6, 13.8], 'brand_text_contrast': 'high'}","{'product_name': 'Pizza', 'industry': 'Restaurants, cafe, fast food'}",product_demo,0.8113207547169812
1j6YA03hm4k.mp4,success,"{'brand_name_text': ""Concerned Children's Advertisers"", 'logo_visible': True, 'logo_timestamps': [29.1], 'brand_text_contrast': 'medium'}","{'product_name': 'Anti-bullying awareness', 'industry': 'Non-profit / Public Service'}",brand_awareness,0.8111888111888113
1krJqn3smbI.mp4,success,"{'brand_name_text': ""Carl's Jr. Hardee's"", 'logo_visible': True, 'logo_timestamps': [65.5], 'brand_text_contrast': 'high'}","{'product_name': 'Memphis barbecue burger', 'industry': 'Fast food'}",entertainment,0.808695652173913
1qB0lb401ZU.mp4,success,"{'brand_name_text': 'VW', 'logo_visible': True, 'logo_timestamps': [51.1, 55.6], 'brand_text_contrast': 'high'}","{'product_name': 'Volkswagen Beetle', 'industry': 'automotive'}",product_demo,0.9367088607594937
1sElYG7LmUU.mp4,success,"{'brand_name_text': 'Nike', 'logo_visible': True, 'logo_timestamps': [10.1, 50.6, 65.7], 'brand_text_contrast': 'low'}","{'product_name': 'Nike Free running shoes', 'industry': 'Sports equipment and activities'}",brand_awareness,0.7619047619047619
1u28Z6RM-FY.mp4,success,"{'brand_name_text': 'HISTORY', 'logo_visible': True, 'logo_timestamps': [53.9], 'brand_text_contrast': 'high'}","{'product_name': 'Join or Die with Craig Ferguson', 'industry': 'Media and arts'}",entertainment,0.7560975609756098
1vtcf13zT08.mp4,success,"{'brand_name_text': 'BOQ', 'logo_visible': True, 'logo_timestamps': [26.1, 28.1], 'brand_text_contrast': 'high'}","{'product_name': 'Banking services', 'industry': 'Financial services'}",brand_awareness,0.7058823529411764
1w1myYavVsE.mp4,success,"{'brand_name_text': 'Maggi', 'logo_visible': True, 'logo_timestamps': [38.4, 38.8], 'brand_text_contrast': 'high'}","{'product_name': 'Maggi Noodles', 'industry': 'Food & Beverage'}",entertainment,0.8333333333333334
23kdGfzDaCs.mp4,success,"{'brand_name_text': 'Starbucks', 'logo_visible': True, 'logo_timestamps': [0.5, 12.0], 'brand_text_contrast': 'high'}","{'product_name': 'French Roast Coffee', 'industry': 'Coffee, tea'}",brand_awareness,0.8088235294117647
287EUNf3yAk.mp4,success,"{'brand_name_text': 'Cardfight!! Vanguard G', 'logo_visible': True, 'logo_timestamps': [0.0, 2.2, 3.7, 6.1, 8.4, 9.8, 10.0, 11.2, 12.4, 12.6, 13.3, 15.8, 18.0, 18.4, 18.9, 20.3, 21.1, 22.1, 22.9, 23.5, 23.9, 25.4, 25.9, 28.1], 'brand_text_contrast': 'high'}","{'product_name': 'Cardfight!! Vanguard G GIRS Crisis', 'industry': 'Media and arts'}",entertainment,0.8762886597938144
28pbk_cQx-w.mp4,success,"{'brand_name_text': 'MITRE 10', 'logo_visible': True, 'logo_timestamps': [41.1], 'brand_text_contrast': 'high'}","{'product_name': 'home improvement supplies', 'industry': 'Home improvements and repairs'}",entertainment,0.7735849056603774
29GrCUTdu3A.mp4,success,"{'brand_name_text': 'Kit Kat', 'logo_visible': True, 'logo_timestamps': [39.7, 40.8, 43.5], 'brand_text_contrast': 'high'}","{'product_name': 'Kit Kat', 'industry': 'food & beverage'}",entertainment,0.75
2Dq2-98HliQ.mp4,success,"{'brand_name_text': ""McDonald's"", 'logo_visible': True, 'logo_timestamps': [27.9, 28.4], 'brand_text_contrast': 'high'}","{'product_name': ""Big N' Tasty"", 'industry': 'food & beverage'}",entertainment,0.87248322147651
2G0loI0Jn5M.mp4,success,"{'brand_name_text': 'Sprint', 'logo_visible': True, 'logo_timestamps': [8.6, 24.5, 29.2, 29.8], 'brand_text_contrast': 'high'}","{'product_name': 'Sprint NFL Mobile', 'industry': 'Phone, TV and internet service providers'}",entertainment,0.5294117647058824
2Jhrr4RRywE.mp4,success,"{'brand_name_text': 'Project Mc²', 'logo_visible': True, 'logo_timestamps': [0.0, 5.6, 7.0, 9.4, 10.2, 11.2, 11.8, 12.6, 13.5, 14.3, 14.8, 15.0, 15.8, 16.4, 16.8, 17.1, 18.8, 19.1, 19.9, 20.1, 20.7, 22.1, 23.1, 23.6, 27.9, 28.1, 29.9], 'brand_text_contrast': 'high'}","{'product_name': 'Project Mc² Dolls with Experiments', 'industry': 'Games and toys'}",product_demo,0.8603603603603603
2Md5lPyuvsk.mp4,success,"{'brand_name_text': 'PEPSI', 'logo_visible': True, 'logo_timestamps': [2.7, 7.2, 13.0, 76.0, 77.0, 91.0], 'brand_text_contrast': 'high'}","{'product_name': 'Pepsi', 'industry': 'food & beverage'}",entertainment,0.8847795163584637
2MwarUSvaLM.mp4,success,"{'brand_name_text': 'NBA', 'logo_visible': True, 'logo_timestamps': [26.2], 'brand_text_contrast': 'high'}","{'product_name': 'NBA League', 'industry': 'Sports & Entertainment'}",brand_awareness,0.375
2RHEjneBRak.mp4,success,"{'brand_name_text': 'TFI', 'logo_visible': True, 'logo_timestamps': [18.6], 'brand_text_contrast': 'low'}","{'product_name': 'TV Channel', 'industry': 'Media & Entertainment'}",entertainment,0.6949152542372881
2S2VUCdbhg0.mp4,success,"{'brand_name_text': 'TRÖEGS', 'logo_visible': True, 'logo_timestamps': [3.0, 11.3, 18.6, 20.1, 20.6], 'brand_text_contrast': 'high'}","{'product_name': 'Tröegs Pale Ale', 'industry': 'Alcohol'}",brand_awareness,0.6923076923076923
2T-AxWMZBfU.mp4,success,"{'brand_name_text': 'Sprite Zero', 'logo_visible': True, 'logo_timestamps': [41.5, 42.2, 42.6], 'brand_text_contrast': 'high'}","{'product_name': 'Sprite Zero', 'industry': 'Food & Beverage'}",brand_awareness,0.9271137026239067
2VgiVK_hOhM.mp4,success,"{'brand_name_text': 'SNIPER ASSASSIN', 'logo_visible': False, 'logo_timestamps': [], 'brand_text_contrast': 'high'}","{'product_name': 'Sniper Assassin', 'industry': 'Games and toys'}",product_demo,0.8695652173913043
2_M0SDk3ZaM.mp4,success,"{'brand_name_text': 'unicef', 'logo_visible': True, 'logo_timestamps': [37.7], 'brand_text_contrast': 'high'}","{'product_name': 'Polio vaccinations', 'industry': 'Charities'}",testimonial,0.44999999999999996
2evNRe8LF_o.mp4,success,"{'brand_name_text': 'tbs', 'logo_visible': True, 'logo_timestamps': [19.1], 'brand_text_contrast': 'high'}","{'product_name': 'Separation Anxiety', 'industry': 'Media and arts'}",entertainment,0.6571428571428571
2fQUYCPe3Cs.mp4,success,"{'brand_name_text': ""McDonald's"", 'logo_visible': True, 'logo_timestamps': [0.0, 0.5, 5.4, 35.8, 38.6, 43.0, 54.8], 'brand_text_contrast': 'low'}","{'product_name': 'Chocolate Soft Serve Ice Cream', 'industry': 'Food & Beverage'}",brand_awareness,0.9829545454545454
2j4RF6cx0SY.mp4,success,"{'brand_name_text': 'Carly Fiorina', 'logo_visible': False, 'logo_timestamps': [], 'brand_text_contrast': 'high'}","{'product_name': 'Carly Fiorina for U.S. Senate', 'industry': 'Political Campaign'}",testimonial,0.8
2o1TA0PG6pA.mp4,success,"{'brand_name_text': 'CLASH OF KINGS', 'logo_visible': True, 'logo_timestamps': [11.3, 11.9, 12.3], 'brand_text_contrast': 'high'}","{'product_name': 'Clash of Kings', 'industry': 'Games and toys'}",entertainment,0.8933333333333333
2qS1ZSqwIgM.mp4,success,"{'brand_name_text': 'JACOBS Krönung', 'logo_visible': True, 'logo_timestamps': [18.3, 21.5, 25.6, 26.7], 'brand_text_contrast': 'high'}","{'product_name': 'Jacobs Krönung coffee', 'industry': 'Coffee, tea'}",brand_awareness,0.7282608695652174
2qdW7ramMr4.mp4,success,"{'brand_name_text': 'Parrot', 'logo_visible': True, 'logo_timestamps': [0.0, 2.9, 9.2], 'brand_text_contrast': 'high'}","{'product_name': 'BEBOP 2', 'industry': 'technology'}",product_demo,0.6019417475728155
2uT9fjUmm-M.mp4,success,"{'brand_name_text': 'CASTRO', 'logo_visible': True, 'logo_timestamps': [62.1], 'brand_text_contrast': 'high'}","{'product_name': 'Dresses', 'industry': 'Clothing and accessories'}",brand_awareness,0.7854671280276817
2v7lsnPvgtI.mp4,success,"{'brand_name_text': 'Breville', 'logo_visible': True, 'logo_timestamps': [9.2, 20.4, 21.2, 21.8, 23.9], 'brand_text_contrast': 'high'}","{'product_name': 'Breville Smart Oven', 'industry': 'Home appliances'}",product_demo,0.8769230769230769
2yO4-Oh-JP4.mp4,success,"{'brand_name_text': 'Coca-Cola', 'logo_visible': True, 'logo_timestamps': [0.9, 12.8, 19.2, 20.5, 42.3, 45.3], 'brand_text_contrast': 'high'}","{'product_name': 'Coca-Cola', 'industry': 'food & beverage'}",entertainment,0.8733509234828496
2ywv_JCyolU.mp4,success,"{'brand_name_text': ""McDonald's"", 'logo_visible': True, 'logo_timestamps': [0.2, 23.4, 29.1], 'brand_text_contrast': 'medium'}","{'product_name': 'NHL Replica Star Sticks', 'industry': 'Restaurants, cafe, fast food'}",brand_awareness,0.8166666666666667
31pEZWaIhr0.mp4,success,"{'brand_name_text': 'PEPSI', 'logo_visible': True, 'logo_timestamps': [22.6, 24.4], 'brand_text_contrast': 'high'}","{'product_name': 'Pepsi', 'industry': 'food & beverage'}",entertainment,0.8529411764705882
36CSS3UIzxk.mp4,success,"{'brand_name_text': 'PlayStation', 'logo_visible': True, 'logo_timestamps': [0.0, 0.7, 27.1], 'brand_text_contrast': 'high'}","{'product_name': 'PlayStation 4', 'industry': 'Games and toys'}",entertainment,0.8670212765957447
377kVIgBOJQ.mp4,success,"{'brand_name_text': 'CAMPARI', 'logo_visible': True, 'logo_timestamps': [1.9, 15.8, 19.7, 22.0, 26.9, 28.1], 'brand_text_contrast': 'high'}","{'product_name': 'Campari Bitter', 'industry': 'Alcohol'}",brand_awareness,0.7021276595744681
